test_ID,test_file,success_on_attempt_#
307,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_BDD_no_hints.dfy,failed
308,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_ListContents_no_hints.dfy,failed
309,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints.dfy,0
310,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_COST-verif-comp-2011-2-MaxTree-class_no_hints.dfy,failed
311,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_COST-verif-comp-2011-3-TwoDuplicates_no_hints.dfy,failed
312,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_Classics_no_hints.dfy,failed
313,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_MajorityVote_no_hints.dfy,failed
314,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_StoreAndRetrieve_no_hints.dfy,failed
315,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_CachedContainer_no_hints.dfy,failed
316,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_CalcExample_no_hints.dfy,failed
317,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_InfiniteTrees_no_hints.dfy,failed
318,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_Iter_no_hints.dfy,failed
319,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_Streams_no_hints.dfy,failed
320,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ACL2-extractor_no_hints.dfy,failed
321,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_Bug170_no_hints.dfy,0
322,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints.dfy,0
323,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_NipkowKlein-chapter3_no_hints.dfy,0
324,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_Primes_no_hints.dfy,failed
325,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from_dafny_main_repo_dafny0_snapshots_Inputs_Snapshots1_no_hints.dfy,failed
326,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from_dafny_main_repo_dafny0_snapshots_Inputs_Snapshots5_no_hints.dfy,1
327,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_lightening_verifier_no_hints.dfy,failed
328,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_fast_exp_no_hints.dfy,failed
329,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_interval_example_no_hints.dfy,failed
330,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_library_no_hints.dfy,2
331,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_logic_no_hints.dfy,0
332,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_pregel algorithms_skeleton_nondet-permutation_no_hints.dfy,failed
333,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_vampire project_original_Searching_no_hints.dfy,1
334,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_KatzManna_no_hints.dfy,failed
335,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_SumOfCubes_no_hints.dfy,failed
336,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_verified algorithms_inductive_props_no_hints.dfy,failed
337,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_verified algorithms_lol_sort_no_hints.dfy,failed
338,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_04_Hoangkim_ex_04_Hoangkim_no_hints.dfy,failed
339,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_05_Hoangkim_ex_05_Hoangkim_no_hints.dfy,failed
340,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_06_Hoangkim_ex06-solution_no_hints.dfy,failed
341,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_06_Hoangkim_ex_06_hoangkim_no_hints.dfy,failed
342,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_07_Hoangkim_ex07_Hoangkim_no_hints.dfy,failed
343,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_10_Hoangkim_ex10_hoangkim_no_hints.dfy,2
344,Programmverifikation-und-synthese_tmp_tmppurk6ime_example_DafnyIntro_01_Simple_Loops_no_hints.dfy,1
345,ProjectosCVS_tmp_tmp_02_gmcw_Handout 1_CVS_handout1_55754_55780_no_hints.dfy,3
346,QS_BoilerPlate1_tmp_tmpa29vtz9__Ex2_no_hints.dfy,failed
347,SENG2011_tmp_tmpgk5jq85q_ass1_ex7_no_hints.dfy,0
348,SENG2011_tmp_tmpgk5jq85q_ass1_ex8_no_hints.dfy,1
349,SENG2011_tmp_tmpgk5jq85q_ass2_ex1_no_hints.dfy,0
350,SENG2011_tmp_tmpgk5jq85q_ass2_ex2_no_hints.dfy,0
351,SENG2011_tmp_tmpgk5jq85q_ass2_ex3_no_hints.dfy,failed
352,SENG2011_tmp_tmpgk5jq85q_ass2_ex5_no_hints.dfy,failed
353,SENG2011_tmp_tmpgk5jq85q_exam_ex2_no_hints.dfy,failed
354,SENG2011_tmp_tmpgk5jq85q_exam_ex3_no_hints.dfy,1
355,SENG2011_tmp_tmpgk5jq85q_exam_ex4_no_hints.dfy,1
356,SENG2011_tmp_tmpgk5jq85q_flex_ex1_no_hints.dfy,1
357,SENG2011_tmp_tmpgk5jq85q_flex_ex2_no_hints.dfy,2
358,SENG2011_tmp_tmpgk5jq85q_flex_ex5_no_hints.dfy,3
359,SENG2011_tmp_tmpgk5jq85q_p1_no_hints.dfy,1
360,SENG2011_tmp_tmpgk5jq85q_p2_no_hints.dfy,failed
361,SiLemma_tmp_tmpfxtryv2w_utils_no_hints.dfy,failed
362,Simulink-To_dafny_tmp_tmpbcuesj2t_Tank_no_hints.dfy,0
363,Software-Verification_tmp_tmpv4ueky2d_Best Time to Buy and Sell Stock_best_time_to_buy_and_sell_stock_no_hints.dfy,1
364,Software-Verification_tmp_tmpv4ueky2d_Contains Duplicate_contains_duplicate_no_hints.dfy,2
365,Software-Verification_tmp_tmpv4ueky2d_Counting Bits_counting_bits_no_hints.dfy,1
366,Software-Verification_tmp_tmpv4ueky2d_Longest Increasing Subsequence_longest_increasing_subsequence_no_hints.dfy,failed
367,Software-Verification_tmp_tmpv4ueky2d_Non-overlapping Intervals_non_overlapping_intervals_no_hints.dfy,failed
368,Software-Verification_tmp_tmpv4ueky2d_Remove Duplicates from Sorted Array_remove_duplicates_from_sorted_array_no_hints.dfy,6
369,Software-Verification_tmp_tmpv4ueky2d_Remove Element_remove_element_no_hints.dfy,failed
370,Software-Verification_tmp_tmpv4ueky2d_Valid Anagram_valid_anagram_no_hints.dfy,5
371,Software-Verification_tmp_tmpv4ueky2d_Valid Palindrome_valid_panlindrome_no_hints.dfy,1
372,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula1_no_hints.dfy,failed
373,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints.dfy,0
374,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula3_no_hints.dfy,2
375,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5_no_hints.dfy,failed
376,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_handout1_no_hints.dfy,failed
377,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_handout2_no_hints.dfy,failed
378,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it_no_hints.dfy,1
379,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_suma_it_no_hints.dfy,failed
380,Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints.dfy,0
381,VerifiedMergeSortDafny_tmp_tmpva7qms1b_MergeSort_no_hints.dfy,failed
382,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_max_array_no_hints.dfy,2
383,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_selection_sort_no_hints.dfy,1
384,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array_no_hints.dfy,1
385,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_triangle_number_no_hints.dfy,1
386,Workshop_tmp_tmp0cu11bdq_Workshop_Answers_Question5_no_hints.dfy,5
387,Workshop_tmp_tmp0cu11bdq_Workshop_Answers_Question6_no_hints.dfy,2
388,WrappedEther_no_hints.dfy,failed
389,assertive-programming-assignment-1_tmp_tmp3h_cj44u_FindRange_no_hints.dfy,failed
390,assertive-programming-assignment-1_tmp_tmp3h_cj44u_ProdAndCount_no_hints.dfy,failed
391,assertive-programming-assignment-1_tmp_tmp3h_cj44u_SearchAddends_no_hints.dfy,failed
392,bbfny_tmp_tmpw4m0jvl0_enjoying_no_hints.dfy,failed
393,circular-queue-implemetation_tmp_tmpnulfdc9l_Queue_no_hints.dfy,failed
394,cmsc433_tmp_tmpe3ob3a0o_dafny_project1_p1-assignment-2_no_hints.dfy,failed
395,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1_no_hints.dfy,failed
396,cs245-verification_tmp_tmp0h_nxhqp_A8_Q2_no_hints.dfy,0
397,cs245-verification_tmp_tmp0h_nxhqp_Assignments_simple_no_hints.dfy,0
398,cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_BubbleSortCode_no_hints.dfy,0
399,cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_FirstAttempt_no_hints.dfy,failed
400,cs245-verification_tmp_tmp0h_nxhqp_power_no_hints.dfy,failed
401,cs245-verification_tmp_tmp0h_nxhqp_quicksort-partition_no_hints.dfy,failed
402,cs357_tmp_tmpn4fsvwzs_lab7_question2_no_hints.dfy,0
403,cs357_tmp_tmpn4fsvwzs_lab7_question5_no_hints.dfy,failed
404,cs686_tmp_tmpdhuh5dza_classNotes_notes-9-8-21_no_hints.dfy,0
405,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_ContainerRanks_no_hints.dfy,failed
406,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints.dfy,0
407,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_ForallCompilationNewSyntax_no_hints.dfy,0
408,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_InSetComprehension_no_hints.dfy,0
409,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_PrecedenceLinter_no_hints.dfy,failed
410,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SeqFromArray_no_hints.dfy,1
411,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SharedDestructorsCompile_no_hints.dfy,0
412,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_binary-search_no_hints.dfy,failed
413,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_fibonacci_no_hints.dfy,failed
414,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_find_no_hints.dfy,failed
415,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_modifying-arrays_no_hints.dfy,failed
416,dafleet_tmp_tmpa2e4kb9v_0001-0050_0001-two-sum_no_hints.dfy,failed
417,dafleet_tmp_tmpa2e4kb9v_0001-0050_0003-longest-substring-without-repeating-characters_no_hints.dfy,failed
418,dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_no_hints.dfy,failed
419,dafny-aoc-2019_tmp_tmpj6suy_rv_parser_split_no_hints.dfy,failed
420,dafny-duck_tmp_tmplawbgxjo_ex3_no_hints.dfy,1
421,dafny-duck_tmp_tmplawbgxjo_ex5_no_hints.dfy,failed
422,dafny-duck_tmp_tmplawbgxjo_p1_no_hints.dfy,failed
423,dafny-duck_tmp_tmplawbgxjo_p2_no_hints.dfy,failed
424,dafny-duck_tmp_tmplawbgxjo_p3_no_hints.dfy,4
425,dafny-duck_tmp_tmplawbgxjo_p4_no_hints.dfy,failed
426,dafny-duck_tmp_tmplawbgxjo_p6_no_hints.dfy,failed
427,dafny-exercise_tmp_tmpouftptir_absIt_no_hints.dfy,failed
428,dafny-exercise_tmp_tmpouftptir_appendArray_no_hints.dfy,1
429,dafny-exercise_tmp_tmpouftptir_countNeg_no_hints.dfy,1
430,dafny-exercise_tmp_tmpouftptir_filter_no_hints.dfy,0
431,dafny-exercise_tmp_tmpouftptir_firstE_no_hints.dfy,1
432,dafny-exercise_tmp_tmpouftptir_maxArray_no_hints.dfy,1
433,dafny-exercise_tmp_tmpouftptir_prac1_ex1_no_hints.dfy,0
434,dafny-exercise_tmp_tmpouftptir_prac1_ex2_no_hints.dfy,1
435,dafny-exercise_tmp_tmpouftptir_prac3_ex2_no_hints.dfy,3
436,dafny-exercise_tmp_tmpouftptir_prac4_ex2_no_hints.dfy,2
437,dafny-exercise_tmp_tmpouftptir_reverse_no_hints.dfy,2
438,dafny-exercise_tmp_tmpouftptir_zapNegatives_no_hints.dfy,failed
439,dafny-exercises_tmp_tmp5mvrowrx_leetcode_26-remove-duplicates-from-sorted-array_no_hints.dfy,failed
440,dafny-exercises_tmp_tmp5mvrowrx_paper_krml190_no_hints.dfy,failed
441,dafny-language-server_tmp_tmpkir0kenl_Test_LanguageServerTest_DafnyFiles_symbolTable_15_array_no_hints.dfy,0
442,dafny-language-server_tmp_tmpkir0kenl_Test_VSComp2010_Problem1-SumMax_no_hints.dfy,failed
443,dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b1_no_hints.dfy,failed
444,dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b2_no_hints.dfy,1
445,dafny-language-server_tmp_tmpkir0kenl_Test_allocated1_dafny0_fun-with-slices_no_hints.dfy,failed
446,dafny-language-server_tmp_tmpkir0kenl_Test_comp_Arrays_no_hints.dfy,1
447,dafny-language-server_tmp_tmpkir0kenl_Test_dafny0_FuelTriggers_no_hints.dfy,0
448,dafny-language-server_tmp_tmpkir0kenl_Test_dafny0_snapshots_Inputs_Snapshots0_no_hints.dfy,1
449,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_Cubes_no_hints.dfy,1
450,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_ListReverse_no_hints.dfy,failed
451,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_MatrixFun_no_hints.dfy,failed
452,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray_no_hints.dfy,3
453,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals_no_hints.dfy,failed
454,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum_no_hints.dfy,failed
455,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier_no_hints.dfy,failed
456,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial_no_hints.dfy,1
457,dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction_no_hints.dfy,failed
458,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug144_no_hints.dfy,0
459,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug165_no_hints.dfy,0
460,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug58_no_hints.dfy,0
461,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug92_no_hints.dfy,0
462,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Fstar-QuickSort_no_hints.dfy,failed
463,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Lucas-down_no_hints.dfy,failed
464,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_MonadicLaws_no_hints.dfy,failed
465,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Regression19_no_hints.dfy,0
466,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_git-issue133_no_hints.dfy,0
467,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_git-issue40_no_hints.dfy,0
468,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_git-issue41_no_hints.dfy,0
469,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_git-issue67_no_hints.dfy,0
470,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_git-issue74_no_hints.dfy,0
471,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_git-issue76_no_hints.dfy,0
472,dafny-language-server_tmp_tmpkir0kenl_Test_git-issues_git-issue-336_no_hints.dfy,2
473,dafny-language-server_tmp_tmpkir0kenl_Test_hofs_Compilation_no_hints.dfy,failed
474,dafny-language-server_tmp_tmpkir0kenl_Test_hofs_Requires_no_hints.dfy,7
475,dafny-language-server_tmp_tmpkir0kenl_Test_hofs_SumSum_no_hints.dfy,0
476,dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints.dfy,0
477,dafny-language-server_tmp_tmpkir0kenl_Test_triggers_auto-triggers-fix-an-issue-listed-in-the-ironclad-notebook_no_hints.dfy,0
478,dafny-language-server_tmp_tmpkir0kenl_Test_triggers_function-applications-are-triggers_no_hints.dfy,1
479,dafny-language-server_tmp_tmpkir0kenl_Test_triggers_large-quantifiers-dont-break-dafny_no_hints.dfy,0
480,dafny-language-server_tmp_tmpkir0kenl_Test_triggers_loop-detection-looks-at-ranges-too_no_hints.dfy,0
481,dafny-language-server_tmp_tmpkir0kenl_Test_tutorial_maximum_no_hints.dfy,1
482,dafny-language-server_tmp_tmpkir0kenl_Test_vacid0_Composite_no_hints.dfy,failed
483,dafny-language-server_tmp_tmpkir0kenl_Test_vstte2012_Two-Way-Sort_no_hints.dfy,1
484,dafny-learn_tmp_tmpn94ir40q_R01_assertions_no_hints.dfy,0
485,dafny-learn_tmp_tmpn94ir40q_R01_functions_no_hints.dfy,failed
486,dafny-mini-project_tmp_tmpjxr3wzqh_src_project2a_no_hints.dfy,0
487,dafny-programs_tmp_tmpcwodh6qh_src_expt_no_hints.dfy,3
488,dafny-programs_tmp_tmpcwodh6qh_src_factorial_no_hints.dfy,failed
489,dafny-programs_tmp_tmpcwodh6qh_src_max_no_hints.dfy,0
490,dafny-programs_tmp_tmpcwodh6qh_src_ticketsystem_no_hints.dfy,0
491,dafny-rope_tmp_tmpl4v_njmy_Rope_no_hints.dfy,failed
492,dafny-sandbox_tmp_tmp3tu2bu8a_Stlc_no_hints.dfy,failed
493,dafny-synthesis_task_id_101_no_hints.dfy,0
494,dafny-synthesis_task_id_105_no_hints.dfy,failed
495,dafny-synthesis_task_id_106_no_hints.dfy,1
496,dafny-synthesis_task_id_113_no_hints.dfy,1
497,dafny-synthesis_task_id_126_no_hints.dfy,1
498,dafny-synthesis_task_id_127_no_hints.dfy,0
499,dafny-synthesis_task_id_133_no_hints.dfy,2
500,dafny-synthesis_task_id_135_no_hints.dfy,0
501,dafny-synthesis_task_id_139_no_hints.dfy,0
502,dafny-synthesis_task_id_142_no_hints.dfy,0
503,dafny-synthesis_task_id_143_no_hints.dfy,0
504,dafny-synthesis_task_id_145_no_hints.dfy,1
505,dafny-synthesis_task_id_14_no_hints.dfy,0
506,dafny-synthesis_task_id_161_no_hints.dfy,2
507,dafny-synthesis_task_id_170_no_hints.dfy,1
508,dafny-synthesis_task_id_171_no_hints.dfy,0
509,dafny-synthesis_task_id_17_no_hints.dfy,0
510,dafny-synthesis_task_id_18_no_hints.dfy,1
511,dafny-synthesis_task_id_227_no_hints.dfy,0
512,dafny-synthesis_task_id_230_no_hints.dfy,failed
513,dafny-synthesis_task_id_233_no_hints.dfy,0
514,dafny-synthesis_task_id_234_no_hints.dfy,0
515,dafny-synthesis_task_id_238_no_hints.dfy,0
516,dafny-synthesis_task_id_240_no_hints.dfy,0
517,dafny-synthesis_task_id_242_no_hints.dfy,0
518,dafny-synthesis_task_id_249_no_hints.dfy,1
519,dafny-synthesis_task_id_251_no_hints.dfy,failed
520,dafny-synthesis_task_id_257_no_hints.dfy,0
521,dafny-synthesis_task_id_261_no_hints.dfy,1
522,dafny-synthesis_task_id_262_no_hints.dfy,0
523,dafny-synthesis_task_id_264_no_hints.dfy,0
524,dafny-synthesis_task_id_266_no_hints.dfy,0
525,dafny-synthesis_task_id_267_no_hints.dfy,1
526,dafny-synthesis_task_id_268_no_hints.dfy,0
527,dafny-synthesis_task_id_269_no_hints.dfy,0
528,dafny-synthesis_task_id_273_no_hints.dfy,1
529,dafny-synthesis_task_id_276_no_hints.dfy,0
530,dafny-synthesis_task_id_279_no_hints.dfy,0
531,dafny-synthesis_task_id_282_no_hints.dfy,1
532,dafny-synthesis_task_id_284_no_hints.dfy,1
533,dafny-synthesis_task_id_290_no_hints.dfy,1
534,dafny-synthesis_task_id_292_no_hints.dfy,0
535,dafny-synthesis_task_id_2_no_hints.dfy,7
536,dafny-synthesis_task_id_304_no_hints.dfy,0
537,dafny-synthesis_task_id_307_no_hints.dfy,failed
538,dafny-synthesis_task_id_309_no_hints.dfy,0
539,dafny-synthesis_task_id_310_no_hints.dfy,4
540,dafny-synthesis_task_id_312_no_hints.dfy,0
541,dafny-synthesis_task_id_396_no_hints.dfy,0
542,dafny-synthesis_task_id_397_no_hints.dfy,0
543,dafny-synthesis_task_id_399_no_hints.dfy,1
544,dafny-synthesis_task_id_3_no_hints.dfy,1
545,dafny-synthesis_task_id_401_no_hints.dfy,8
546,dafny-synthesis_task_id_404_no_hints.dfy,0
547,dafny-synthesis_task_id_406_no_hints.dfy,0
548,dafny-synthesis_task_id_412_no_hints.dfy,failed
549,dafny-synthesis_task_id_414_no_hints.dfy,1
550,dafny-synthesis_task_id_424_no_hints.dfy,1
551,dafny-synthesis_task_id_426_no_hints.dfy,9
552,dafny-synthesis_task_id_430_no_hints.dfy,0
553,dafny-synthesis_task_id_431_no_hints.dfy,1
554,dafny-synthesis_task_id_432_no_hints.dfy,0
555,dafny-synthesis_task_id_433_no_hints.dfy,1
556,dafny-synthesis_task_id_435_no_hints.dfy,0
557,dafny-synthesis_task_id_436_no_hints.dfy,failed
558,dafny-synthesis_task_id_441_no_hints.dfy,0
559,dafny-synthesis_task_id_445_no_hints.dfy,1
560,dafny-synthesis_task_id_447_no_hints.dfy,failed
561,dafny-synthesis_task_id_452_no_hints.dfy,0
562,dafny-synthesis_task_id_454_no_hints.dfy,1
563,dafny-synthesis_task_id_455_no_hints.dfy,0
564,dafny-synthesis_task_id_457_no_hints.dfy,1
565,dafny-synthesis_task_id_458_no_hints.dfy,0
566,dafny-synthesis_task_id_460_no_hints.dfy,1
567,dafny-synthesis_task_id_461_no_hints.dfy,0
568,dafny-synthesis_task_id_470_no_hints.dfy,1
569,dafny-synthesis_task_id_472_no_hints.dfy,1
570,dafny-synthesis_task_id_474_no_hints.dfy,1
571,dafny-synthesis_task_id_476_no_hints.dfy,failed
572,dafny-synthesis_task_id_477_no_hints.dfy,failed
573,dafny-synthesis_task_id_554_no_hints.dfy,1
574,dafny-synthesis_task_id_555_no_hints.dfy,failed
575,dafny-synthesis_task_id_557_no_hints.dfy,failed
576,dafny-synthesis_task_id_565_no_hints.dfy,1
577,dafny-synthesis_task_id_566_no_hints.dfy,failed
578,dafny-synthesis_task_id_567_no_hints.dfy,0
579,dafny-synthesis_task_id_572_no_hints.dfy,1
580,dafny-synthesis_task_id_573_no_hints.dfy,failed
581,dafny-synthesis_task_id_574_no_hints.dfy,0
582,dafny-synthesis_task_id_576_no_hints.dfy,0
583,dafny-synthesis_task_id_577_no_hints.dfy,0
584,dafny-synthesis_task_id_578_no_hints.dfy,1
585,dafny-synthesis_task_id_579_no_hints.dfy,7
586,dafny-synthesis_task_id_581_no_hints.dfy,0
587,dafny-synthesis_task_id_586_no_hints.dfy,0
588,dafny-synthesis_task_id_587_no_hints.dfy,1
589,dafny-synthesis_task_id_588_no_hints.dfy,failed
590,dafny-synthesis_task_id_58_no_hints.dfy,0
591,dafny-synthesis_task_id_591_no_hints.dfy,0
592,dafny-synthesis_task_id_594_no_hints.dfy,failed
593,dafny-synthesis_task_id_598_no_hints.dfy,0
594,dafny-synthesis_task_id_599_no_hints.dfy,1
595,dafny-synthesis_task_id_59_no_hints.dfy,0
596,dafny-synthesis_task_id_600_no_hints.dfy,0
597,dafny-synthesis_task_id_602_no_hints.dfy,failed
598,dafny-synthesis_task_id_603_no_hints.dfy,failed
599,dafny-synthesis_task_id_605_no_hints.dfy,1
600,dafny-synthesis_task_id_606_no_hints.dfy,0
601,dafny-synthesis_task_id_610_no_hints.dfy,1
602,dafny-synthesis_task_id_616_no_hints.dfy,1
603,dafny-synthesis_task_id_618_no_hints.dfy,1
604,dafny-synthesis_task_id_61_no_hints.dfy,0
605,dafny-synthesis_task_id_622_no_hints.dfy,0
606,dafny-synthesis_task_id_623_no_hints.dfy,1
607,dafny-synthesis_task_id_624_no_hints.dfy,1
608,dafny-synthesis_task_id_625_no_hints.dfy,0
609,dafny-synthesis_task_id_626_no_hints.dfy,0
610,dafny-synthesis_task_id_627_no_hints.dfy,6
611,dafny-synthesis_task_id_629_no_hints.dfy,2
612,dafny-synthesis_task_id_62_no_hints.dfy,1
613,dafny-synthesis_task_id_632_no_hints.dfy,failed
614,dafny-synthesis_task_id_637_no_hints.dfy,0
615,dafny-synthesis_task_id_641_no_hints.dfy,0
616,dafny-synthesis_task_id_644_no_hints.dfy,failed
617,dafny-synthesis_task_id_69_no_hints.dfy,1
618,dafny-synthesis_task_id_70_no_hints.dfy,1
619,dafny-synthesis_task_id_728_no_hints.dfy,1
620,dafny-synthesis_task_id_732_no_hints.dfy,2
621,dafny-synthesis_task_id_733_no_hints.dfy,2
622,dafny-synthesis_task_id_741_no_hints.dfy,1
623,dafny-synthesis_task_id_743_no_hints.dfy,1
624,dafny-synthesis_task_id_750_no_hints.dfy,0
625,dafny-synthesis_task_id_751_no_hints.dfy,1
626,dafny-synthesis_task_id_755_no_hints.dfy,failed
627,dafny-synthesis_task_id_759_no_hints.dfy,1
628,dafny-synthesis_task_id_760_no_hints.dfy,1
629,dafny-synthesis_task_id_762_no_hints.dfy,0
630,dafny-synthesis_task_id_764_no_hints.dfy,0
631,dafny-synthesis_task_id_769_no_hints.dfy,failed
632,dafny-synthesis_task_id_770_no_hints.dfy,1
633,dafny-synthesis_task_id_775_no_hints.dfy,1
634,dafny-synthesis_task_id_776_no_hints.dfy,0
635,dafny-synthesis_task_id_77_no_hints.dfy,0
636,dafny-synthesis_task_id_784_no_hints.dfy,6
637,dafny-synthesis_task_id_790_no_hints.dfy,1
638,dafny-synthesis_task_id_792_no_hints.dfy,0
639,dafny-synthesis_task_id_793_no_hints.dfy,failed
640,dafny-synthesis_task_id_798_no_hints.dfy,failed
641,dafny-synthesis_task_id_799_no_hints.dfy,0
642,dafny-synthesis_task_id_79_no_hints.dfy,0
643,dafny-synthesis_task_id_801_no_hints.dfy,0
644,dafny-synthesis_task_id_803_no_hints.dfy,0
645,dafny-synthesis_task_id_804_no_hints.dfy,2
646,dafny-synthesis_task_id_807_no_hints.dfy,1
647,dafny-synthesis_task_id_808_no_hints.dfy,1
648,dafny-synthesis_task_id_809_no_hints.dfy,1
